"Country.of.Origin","Number.of.Bags","Bag.Weight","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Category.Two.Defects"
"Nicaragua",275,"69 kg","Washed / Wet",7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,0,0,5
"Myanmar",1,"2 kg","Washed / Wet",7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,0,4
"Mexico",280,"2 kg","Washed / Wet",7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,0,0,2
"Taiwan",10,"30 kg","Washed / Wet",7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11,0,0,0
"Thailand",2,"1 kg","Washed / Wet",7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,0,0,0
"Mexico",20,"1 kg","Washed / Wet",7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,0,0,9
"Mexico",256,"1 kg","Washed / Wet",7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,0,0,12
"Colombia",275,"2 kg","Washed / Wet",7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,0,1
"United States (Hawaii)",12,"100 kg","Natural / Dry",7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,0.11,1,0,3
"Mexico",400,"1 kg","Washed / Wet",7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12,0,0,4
"Mexico",10,"1 kg","Washed / Wet",7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1,0,7
"Mexico",82,"1 kg","Washed / Wet",7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,0,0,3
"Mexico",100,"1 kg","Natural / Dry",7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12,0,0,6
"Mexico",209,"1 kg","Washed / Wet",7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11,0,0,0
"Kenya",200,"12000 kg","Washed / Wet",7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,0.11,0,1,5
"Guatemala",50,"69 kg","Washed / Wet",7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1,0,0,2
"Nicaragua",75,"2 kg","Washed / Wet",6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,0.11,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12,0,0,3
"United States (Hawaii)",12,"100 lbs","Natural / Dry",7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83,0.12,7,0,10
"Guatemala",25,"69 kg","Washed / Wet",7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,1
"Taiwan",28,"50 kg","Natural / Dry",7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0,0,0,0
"Taiwan",50,"20 kg","Washed / Wet",7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,0.1,0,0,0
"Thailand",1,"1 kg","Washed / Wet",7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12,0,0,0
"Peru",320,"5 lbs","Washed / Wet",7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75,0.12,1,0,2
"Costa Rica",275,"2 kg","Washed / Wet",7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,0.1,0,0,4
"Mexico",310,"1 kg","Washed / Wet",7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12,0,0,4
"Mexico",275,"1 kg","Washed / Wet",7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,0.13,0,0,4
"Mexico",380,"1 kg","Washed / Wet",7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12,0,0,5
"Mexico",12,"1 kg","Washed / Wet",7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,0.14,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1,1,0,22
"Guatemala",275,"69 kg","Washed / Wet",7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,0,0,0,4
"Mexico",36,"1 kg","Washed / Wet",7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12,0,0,7
"Guatemala",25,"69 kg","Washed / Wet",7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,1
"El Salvador",275,"69 kg","Washed / Wet",7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0,0,0,12
"Thailand",1,"1 kg","Washed / Wet",6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11,0,0,6
"Mexico",310,"1 kg","Washed / Wet",7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12,0,0,6
"Mexico",10,"1 kg","Washed / Wet",7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,0.13,5,0,6
"Mexico",253,"1 kg","Washed / Wet",6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0,0,0,9
"Mexico",50,"1 kg","Washed / Wet",7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12,0,0,11
"Mexico",250,"1 kg","Washed / Wet",7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13,0,0,5
"Nicaragua",275,"69 kg","Natural / Dry",6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,0.12,0,0,6
"Taiwan",10,"2 kg","Natural / Dry",6.92,7,7.17,7,7.42,7,10,10,10,7,79.5,0,0,0,1
"Colombia",250,"70 kg","Washed / Wet",7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5,0,0,0,2
"Mexico",250,"1 kg","Washed / Wet",7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,0.12,1,0,20
"Mexico",127,"1 kg","Washed / Wet",7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,0.12,0,0,5
"Guatemala",250,"69 kg","Washed / Wet",7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,2
"Guatemala",275,"69 kg","Washed / Wet",7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1,0,4
"Mexico",10,"1 kg","Washed / Wet",7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,0,0,30
"Cote d?Ivoire",2,"1 kg","Washed / Wet",7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,1,0,2
"Colombia",250,"3 lbs","Washed / Wet",7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,0,0,3
"Mexico",30,"1 kg","Washed / Wet",7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14,0,0,23
"Mexico",50,"1 kg","Washed / Wet",7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,0,0,19
"Guatemala",250,"1 kg","Washed / Wet",7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11,0,0,6
"Taiwan",50,"20 kg","Washed / Wet",7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,0.11,0,0,0
"Mexico",12,"1 kg","Washed / Wet",7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13,0,0,10
"Guatemala",50,"69 kg","Washed / Wet",7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,0
"Honduras",15,"69 kg","Washed / Wet",7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,0,0,5
"Guatemala",250,"69 kg","Washed / Wet",7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,8,6
"Guatemala",275,"69 kg","Washed / Wet",7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,0,6
"Costa Rica",1,"2 kg","Washed / Wet",7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,0.1,5,0,20
"Mexico",10,"1 kg","Washed / Wet",7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14,0,0,8
"Mexico",53,"1 kg","Washed / Wet",7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14,0,0,34
"Guatemala",50,"69 kg","Washed / Wet",7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0,1
"United States (Puerto Rico)",18,"5 lbs","Washed / Wet",7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13,0,0,0
"Mexico",13,"1 kg","Washed / Wet",7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,0,0,2
"Mexico",10,"1 kg","Washed / Wet",7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,0,0,45
"Mexico",10,"1 kg","Washed / Wet",7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,0,0,3
"Honduras",275,"2 kg","Washed / Wet",7,7,7,7,7,7,10,10,10,7,79,0.11,0,0,12
"Peru",280,"69 kg","Washed / Wet",7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0,0,0,4
"Mexico",14,"1 kg","Natural / Dry",6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12,0,0,12
"Mexico",16,"1 kg","Semi-washed / Semi-pulped",7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,3,0,17
"Mexico",120,"1 kg","Washed / Wet",7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,7,0,38
"Mexico",250,"1 kg","Washed / Wet",7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,0,0,8
"Mexico",14,"1 kg","Washed / Wet",7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16,0,0,0
"Nicaragua",1,"1 kg","Other",7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1,0,2,4
"United States (Hawaii)",11,"2 lbs","Natural / Dry",7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,5,0,8
"Guatemala",250,"69 kg","Washed / Wet",7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1,0,8
"Mexico",20,"1 kg","Washed / Wet",7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14,0,0,0
"Mexico",35,"1 kg","Semi-washed / Semi-pulped",7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12,0,0,0
"China",1,"2 kg","Washed / Wet",7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0,0,0,5
"Mexico",20,"1 kg","Washed / Wet",6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,0,0,2
"Nicaragua",275,"2 kg","Natural / Dry",6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11,1,0,1
"Guatemala",250,"69 kg","Washed / Wet",7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,0,0,3
"Taiwan",50,"20 kg","Washed / Wet",6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,0,1
"Mexico",50,"1 kg","Washed / Wet",7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,0,1
"Mexico",280,"69 kg","Washed / Wet",7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,0,14
"Mexico",20,"1 kg","Washed / Wet",7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,0,3
"Brazil",300,"60 kg","Natural / Dry",6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12,3,0,4
"Mexico",10,"1 kg","Washed / Wet",7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14,0,0,0
"United States (Hawaii)",5,"100 lbs","Natural / Dry",7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1,0,0,0
"Guatemala",275,"69 kg","Washed / Wet",7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,0,0,2
"Guatemala",250,"1 kg","Washed / Wet",7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1,0,4
"Mexico",100,"1 kg","Natural / Dry",7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,31,0,47
"Guatemala",250,"1 kg","Washed / Wet",7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11,0,0,9
"United States (Hawaii)",18,"100 lbs","Natural / Dry",7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,8
"United States (Hawaii)",5,"100 lbs","Natural / Dry",7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11,4,0,31
"Indonesia",2,"1 kg","Washed / Wet",6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,1
"Mexico",320,"1 kg","Washed / Wet",7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,0,0,3
"Taiwan",8,"10 kg","Washed / Wet",7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,4
"Honduras",275,"2 kg","Natural / Dry",6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,6
"United States (Hawaii)",5,"100 lbs","Natural / Dry",7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12,2,0,3
"Guatemala",275,"69 kg","Washed / Wet",7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1,0,2
"China",16,"2 kg","Washed / Wet",7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,0,0,28
"Guatemala",250,"69 kg","Washed / Wet",7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,9
"Mexico",10,"1 kg","Washed / Wet",7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,7
"Costa Rica",250,"1 kg","Washed / Wet",7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,4
"Mexico",50,"1 kg","Washed / Wet",7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,3
"Guatemala",250,"1 kg","Washed / Wet",7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,7
"Brazil",1,"5 lbs","Washed / Wet",7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,2
"Guatemala",250,"1 kg","Washed / Wet",7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,2
"Taiwan",100,"10 kg","Washed / Wet",7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,0
"United States (Hawaii)",5,"100 lbs","Natural / Dry",7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,5
"Mexico",23,"1 kg","Washed / Wet",7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,3
"Guatemala",250,"1 kg","Washed / Wet",7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,15
"Brazil",320,"60 kg","Natural / Dry",7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,3
"Guatemala",275,"69 kg","Washed / Wet",7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,2
"Mexico",10,"1 kg","Washed / Wet",7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,5
"Haiti",1,"4 lbs","Washed / Wet",6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,1
"United States (Hawaii)",9,"2 lbs","Natural / Dry",7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,5
"Mexico",10,"1 kg","Washed / Wet",7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,11
"Peru",275,"2 kg","Washed / Wet",7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,9
"India",20,"50 kg","Natural / Dry",7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,0
"Guatemala",250,"2 kg","Washed / Wet",6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,4
"Mexico",10,"1 kg","Washed / Wet",7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,14
"Guatemala",250,"69 kg","Washed / Wet",7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,8
"Guatemala",250,"2 kg","Washed / Wet",6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11,0,0,5
"United States (Hawaii)",2,"100 lbs","Natural / Dry",7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0,0,0,0
"United States (Hawaii)",6,"100 lbs","Natural / Dry",7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17,0,0,0,3
"Mexico",11,"1 kg","Washed / Wet",7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16,2,0,4
"Indonesia",15,"2 kg","Natural / Dry",7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12,4,0,26
"Mexico",20,"1 kg","Washed / Wet",7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,0,0,12
"Honduras",275,"2 kg","Natural / Dry",6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,0,0,7
"Philippines",1,"2 kg","Washed / Wet",6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12,0,0,2
"Brazil",440,"59 kg","Natural / Dry",7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11,0,1,6
"Guatemala",250,"1 kg","Washed / Wet",7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,0,0,15
"Guatemala",250,"1 kg","Washed / Wet",6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12,0,0,10
"Mexico",10,"1 kg","Washed / Wet",7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11,4,0,20
"Mexico",100,"1 kg","Washed / Wet",7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11,0,0,20
"Mexico",36,"1 kg","Washed / Wet",7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12,0,0,8
"Mexico",18,"1 kg","Washed / Wet",7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,0.13,23,0,29
"Mexico",43,"1 kg","Washed / Wet",7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,15,0,7
"Mexico",14,"1 kg","Washed / Wet",7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17,0,0,6
"Mexico",20,"1 kg","Washed / Wet",7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,0,0,30
"Guatemala",250,"1 kg","Washed / Wet",6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11,0,0,8
NA,168,"99999 kg",NA,7.58,7.5,7.42,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,2
"Mexico",275,"1 kg","Washed / Wet",7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12,0,0,7
"United States (Hawaii)",3,"100 lbs","Natural / Dry",7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42,0,1,0,2
"Guatemala",250,"69 kg","Washed / Wet",6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11,1,0,1
"Mexico",20,"1 kg","Washed / Wet",7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14,3,0,11
"Mexico",100,"1 kg","Washed / Wet",6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,0.13,0,0,27
"Mexico",20,"1 kg","Washed / Wet",7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,0.12,0,0,19
"United States (Hawaii)",22,"100 lbs","Natural / Dry",7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0,9,0,17
"Honduras",275,"2 kg","Washed / Wet",7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11,1,0,16
"Mexico",280,"69 kg","Washed / Wet",7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0,1,0,1
"Colombia",1,"5 lbs","Natural / Dry",8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0,0,0,15
"United States (Hawaii)",11,"100 lbs","Natural / Dry",6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,5,0,9
"Costa Rica",250,"1 kg","Washed / Wet",6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,0.11,0,0,7
"Mexico",10,"1 kg","Washed / Wet",6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08,0.12,4,0,24
"Mexico",25,"1 kg","Washed / Wet",6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71,0.11,0,0,0
"Mexico",280,"2 kg","Washed / Wet",6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75,0.12,0,0,1
"Brazil",305,"59 kg","Natural / Dry",7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67,0.11,0,1,55
"Honduras",275,"1 kg","Washed / Wet",6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,0.1,0,0,4
"Honduras",275,"1 kg","Washed / Wet",7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,0.1,0,0,3
"Honduras",275,"1 kg","Washed / Wet",7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,0.1,0,0,4
"Mexico",12,"1 kg","Washed / Wet",7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33,0.11,0,0,20
"Haiti",1,"2 kg","Natural / Dry",6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,0.14,8,0,16
"Nicaragua",550,"69 kg","Other",7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,0.13,1,0,5
"Guatemala",275,"1 kg","Washed / Wet",7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83,0.1,0,0,4
